localidade,uf,cep,tipo,nome,ch_bai,bairro,ch_loc,tip_log,prefixo,cxa_pos,endlimpo,endereco,descricao,logradouro,complemento
ARAPONGA,MG,36594000,<blank>,<blank>,0,<blank>,2699,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPORA,MG,38465000,<blank>,<blank>,0,<blank>,2700,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPORANGA (SANTANA DO CARIRI),CE,63194000,<blank>,<blank>,0,<blank>,1166,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPOTI,PR,84990000,<blank>,<blank>,0,<blank>,5784,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPUA,MG,38860000,<blank>,<blank>,0,<blank>,2701,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPUA,PR,86884000,<blank>,<blank>,0,<blank>,5785,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPUA (TRES LAGOAS),MS,79654000,<blank>,<blank>,0,<blank>,4118,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPUAN (JANIOPOLIS),PR,87385000,<blank>,<blank>,0,<blank>,5786,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAPUTANGA,MT,78260000,<blank>,<blank>,0,<blank>,4293,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAQUAIM (CURUCA),PA,68752000,<blank>,<blank>,0,<blank>,4546,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAQUARI,SC,89245000,<blank>,<blank>,0,<blank>,8343,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAQUEM (COREAU),CE,62165000,<blank>,<blank>,0,<blank>,1167,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARA,PB,58396000,<blank>,<blank>,0,<blank>,4859,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARAI (ALEGRE),ES,29535000,<blank>,<blank>,0,<blank>,1819,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARAPIRA (GUARAQUECABA),PR,83393000,<blank>,<blank>,0,<blank>,5787,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARAS (CAAPIRANGA),AM,69429800,<blank>,<blank>,0,<blank>,11770,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARENDA,CE,62210000,<blank>,<blank>,0,<blank>,1168,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARI,MA,65480000,<blank>,<blank>,0,<blank>,2387,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARICA,RS,93880000,<blank>,<blank>,0,<blank>,7416,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARIPE,CE,63170000,<blank>,<blank>,0,<blank>,1169,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARIPINA,PE,56280000,<blank>,<blank>,0,<blank>,5153,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARIUS (CARIRE),CE,62186000,<blank>,<blank>,0,<blank>,1170,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARUAMA,RJ,28970000,<blank>,<blank>,0,<blank>,6848,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARUNA,PB,58233000,<blank>,<blank>,0,<blank>,4860,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARARUNA,PR,87260000,<blank>,<blank>,0,<blank>,5788,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARATACA,BA,45695000,<blank>,<blank>,0,<blank>,371,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARATAMA (ASSARE),CE,63143000,<blank>,<blank>,0,<blank>,1171,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARATIBA,RS,99770000,<blank>,<blank>,0,<blank>,7417,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARATICUM (UBAJARA),CE,62352000,<blank>,<blank>,0,<blank>,1172,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARATUBA,CE,62762000,<blank>,<blank>,0,<blank>,1173,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARATUIPE,BA,44490000,<blank>,<blank>,0,<blank>,372,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAUA,SE,49220000,<blank>,<blank>,0,<blank>,8771,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAUJOS,MG,35603000,<blank>,<blank>,0,<blank>,2702,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAUNA (GUAPE),MG,37180000,<blank>,<blank>,0,<blank>,2703,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARAXAS (PRESIDENTE BERNARDES),SP,19310000,<blank>,<blank>,0,<blank>,8914,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARCADAS,SP,0,<blank>,<blank>,0,<blank>,8915,0,<blank>,0,CidadeDeCEPUnico,VER > AMPARO,Cidade De CEP Unico,<blank>,<blank>
ARCEBURGO,MG,37820000,<blank>,<blank>,0,<blank>,2706,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARCO VERDE (CARLOS BARBOSA),RS,95186000,<blank>,<blank>,0,<blank>,7418,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARCO-IRIS,SP,17630000,<blank>,<blank>,0,<blank>,8916,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARCO-IRIS (ERVAL SECO),RS,98393000,<blank>,<blank>,0,<blank>,7419,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARCO-IRIS (PARAGOMINAS),PA,68631200,<blank>,<blank>,0,<blank>,4547,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARCOS,MG,35588000,<blank>,<blank>,0,<blank>,2707,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREADO,MG,37140000,<blank>,<blank>,0,<blank>,2708,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREADO (SAO GABRIEL DO OESTE),MS,79492000,<blank>,<blank>,0,<blank>,4119,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREAL,RJ,25845000,<blank>,<blank>,0,<blank>,6849,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREALVA,SP,17160000,<blank>,<blank>,0,<blank>,8917,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIA,PB,58397000,<blank>,<blank>,0,<blank>,4861,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIA BRANCA,RN,59655000,<blank>,<blank>,0,<blank>,7134,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIA BRANCA,SE,49580000,<blank>,<blank>,0,<blank>,8772,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIA BRANCA (JUSSARI),BA,45624000,<blank>,<blank>,0,<blank>,13172,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIA BRANCA DOS ASSIS (MANDIRITUBA),PR,83810000,<blank>,<blank>,0,<blank>,5790,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIA DE BARAUNAS,PB,58732000,<blank>,<blank>,0,<blank>,4862,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIAL,PB,58140000,<blank>,<blank>,0,<blank>,4863,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIAL (SANTA QUITERIA),CE,62290000,<blank>,<blank>,0,<blank>,1174,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIAS,BA,0,<blank>,<blank>,0,<blank>,373,0,<blank>,0,CidadeDeCEPUnico,VER > CAMACARI,Cidade De CEP Unico,<blank>,<blank>
AREIAS,SP,12820000,<blank>,<blank>,0,<blank>,8918,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIAS (BEZERROS),PE,55664500,<blank>,<blank>,0,<blank>,11704,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIAS (CASTRO),PR,84198400,<blank>,<blank>,0,<blank>,5791,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIAS (MELGACO),PA,68495000,<blank>,<blank>,0,<blank>,4548,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIAS (UIRAUNA),PB,58916000,<blank>,<blank>,0,<blank>,4864,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREIOPOLIS,SP,18670000,<blank>,<blank>,0,<blank>,8919,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREMBEPE,BA,0,<blank>,<blank>,0,<blank>,374,0,<blank>,0,CidadeDeCEPUnico,VER > CAMACARI,Cidade De CEP Unico,<blank>,<blank>
ARENAPOLIS,MT,78420000,<blank>,<blank>,0,<blank>,4294,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARENOPOLIS,GO,76235000,<blank>,<blank>,0,<blank>,2078,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARERE (BARREIRA),CE,62795700,<blank>,<blank>,0,<blank>,12111,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AREZ,RN,59170000,<blank>,<blank>,0,<blank>,7135,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARGENITA (IBIA),MG,38955000,<blank>,<blank>,0,<blank>,2709,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARGIRITA,MG,36710000,<blank>,<blank>,0,<blank>,2710,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARGOIM (RAFAEL JAMBEIRO),BA,44525000,<blank>,<blank>,0,<blank>,375,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARGOLAS,ES,0,<blank>,<blank>,0,<blank>,1820,0,<blank>,0,CidadeDeCEPUnico,VER > VILA VELHA,Cidade De CEP Unico,<blank>,<blank>
ARGOLO (NOVA VICOSA),BA,45925000,<blank>,<blank>,0,<blank>,376,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIAU (BARREIRINHA),AM,69165000,<blank>,<blank>,0,<blank>,197,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIAU (IRANDUBA),AM,69424000,<blank>,<blank>,0,<blank>,12661,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIBICE (EUCLIDES DA CUNHA),BA,48504000,<blank>,<blank>,0,<blank>,377,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARICANDUVA,MG,39678000,<blank>,<blank>,0,<blank>,2711,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARICANDUVA (ARAPONGAS),PR,86719000,<blank>,<blank>,0,<blank>,5792,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARINOS,MG,38680000,<blank>,<blank>,0,<blank>,2712,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIPIBU (RIBEIRAO),PE,55524000,<blank>,<blank>,0,<blank>,5155,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIPUANA,MT,78325000,<blank>,<blank>,0,<blank>,4295,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIRANHA,SP,15960000,<blank>,<blank>,0,<blank>,8920,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIRANHA DO IVAI,PR,86880000,<blank>,<blank>,0,<blank>,5793,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIRI (CANANEIA),SP,11995000,<blank>,<blank>,0,<blank>,8921,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIRI (MACAPA),AP,68912050,<blank>,<blank>,0,<blank>,284,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARISCOS DOS MARIANOS (OCARA),CE,62759000,<blank>,<blank>,0,<blank>,1175,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARISTIDES BATISTA (CORACAO DE JESUS),MG,39341000,<blank>,<blank>,0,<blank>,2713,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARITAGUA (ILHEUS),BA,45663000,<blank>,<blank>,0,<blank>,378,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARIZONA (AFRANIO),PE,56365000,<blank>,<blank>,0,<blank>,5156,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARLINDO (VENANCIO AIRES),RS,95814000,<blank>,<blank>,0,<blank>,12466,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARMACAO DOS BUZIOS,RJ,28950000,<blank>,<blank>,0,<blank>,6850,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARMAZEM,SC,88740000,<blank>,<blank>,0,<blank>,8345,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARNEIROZ,CE,63670000,<blank>,<blank>,0,<blank>,1176,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARNOPOLIS (ALFREDO WAGNER),SC,88452000,<blank>,<blank>,0,<blank>,8346,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AROAZES,PI,64310000,<blank>,<blank>,0,<blank>,5520,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AROEIRA (CASCAVEL),PR,85822800,<blank>,<blank>,0,<blank>,5794,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AROEIRAS,PB,58489000,<blank>,<blank>,0,<blank>,4865,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AROEIRAS (COREAU),CE,62163000,<blank>,<blank>,0,<blank>,1177,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AROEIRAS (PANTANO GRANDE),RS,96692000,<blank>,<blank>,0,<blank>,12515,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
AROEIRAS DO ITAIM,PI,64612000,<blank>,<blank>,0,<blank>,11019,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARQUIMEDES (CASCAVEL),PR,85824750,<blank>,<blank>,0,<blank>,5795,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARRAIAL,PI,64480000,<blank>,<blank>,0,<blank>,5521,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARRAIAL D AJUDA (PORTO SEGURO),BA,45816000,<blank>,<blank>,0,<blank>,10209,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARRAIAL DO CABO,RJ,28930000,<blank>,<blank>,0,<blank>,6851,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARRAIAS,TO,77330000,<blank>,<blank>,0,<blank>,9809,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO BONITO (MATO LEITAO),RS,95838000,<blank>,<blank>,0,<blank>,12472,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO CANOAS (BARAO),RS,95733000,<blank>,<blank>,0,<blank>,7420,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO DO MEIO,RS,95940000,<blank>,<blank>,0,<blank>,7421,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO DO OURO (VALE REAL),RS,95779000,<blank>,<blank>,0,<blank>,12707,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO DO PADRE,RS,96155000,<blank>,<blank>,0,<blank>,7422,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO DO SAL,RS,95585000,<blank>,<blank>,0,<blank>,7423,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO DO SO (SANTA MARIA),RS,97165000,<blank>,<blank>,0,<blank>,7424,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO DO TIGRE,RS,96950000,<blank>,<blank>,0,<blank>,7425,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO DOS MENGUES (DOM PEDRO DE ALCANTARA),RS,95569000,<blank>,<blank>,0,<blank>,12453,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO DOS RATOS,RS,96740000,<blank>,<blank>,0,<blank>,7426,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO GRANDE,RS,96330000,<blank>,<blank>,0,<blank>,7427,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO GRANDE (SANTA MARIA),RS,97120000,<blank>,<blank>,0,<blank>,7428,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO GRANDE (SELBACH),RS,99455000,<blank>,<blank>,0,<blank>,7429,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>
ARROIO TEIXEIRA (CAPAO DA CANOA),RS,95559000,<blank>,<blank>,0,<blank>,12452,0,<blank>,0,CidadeDeCEPUnico,Cidade De CEP Unico,Cidade De CEP Unico,<blank>,<blank>

